topic,languages,main_speaker,duration,film_date,published_date,comments,views
Technology&Science,33,Dyan deNapoli,703,2011,2011,82,393695
Environment,35,Jeremy Gilley,1061,2011,2011,311,842057
Society,41,Lucianne Walkowicz,264,2011,2011,131,1079565
Technology&Science,47,Marco Tempest,307,2011,2011,380,5447236
Art,41,Dan Ariely,335,2011,2011,63,1055562
Self-development,33,Svante Pääbo,1021,2011,2011,143,1399333
Technology&Science,35,Julia Bacha,651,2011,2011,323,740934
Society,34,Skylar Tibbits,364,2011,2011,156,983929
Self-development,35,Joan Halifax,841,2010,2011,174,1451656
Society,27,Edward Tenner,970,2011,2011,78,790122
Society,30,Sarah Kaminsky,840,2010,2011,109,593099
Self-development,29,Lee Cronin,911,2011,2011,245,693722
Technology&Science,40,Raghava KK,270,2011,2011,159,946354
Self-development,29,Yasheng Huang,1131,2011,2011,374,992224
Economy,36,Misha Glenny,1119,2011,2011,185,1264969
Technology&Science,34,Kate Hartman,545,2011,2011,167,872169
Technology&Science,35,Richard Resnick,662,2011,2011,148,852507
Health&Medical,30,Lauren Zalaznick,792,2010,2011,161,647752
Technology&Science,33,Niall Ferguson,1219,2011,2011,592,1564173
Society,37,Jean-Baptiste Michel + Erez Lieberman Aiden,848,2011,2011,318,1783040
Education,39,Amy Lockwood,256,2011,2011,102,834926
Society,29,Elizabeth Murchison,783,2011,2011,144,484266
Health&Medical,35,Sunni Brown,350,2011,2011,227,1258574
Society,33,Abraham Verghese,1112,2011,2011,231,1390908
Health&Medical,37,Geoff Mulgan,376,2011,2011,155,667985
Education,33,Jarreth Merz,516,2011,2011,53,399332
Politics,39,Ben Goldacre,859,2011,2011,339,2204314
Technology&Science,29,Danielle de Niese,355,2011,2011,117,787092
Society,32,Yang Lan,1034,2011,2011,514,1776828
Society,27,Christoph Adami,1131,2011,2011,153,598693
Society,47,Graham Hill,349,2011,2011,371,3729820
Technology&Science,39,Mike Biddle,658,2011,2011,316,975365
Environment,29,Charles Hazlewood,1176,2011,2011,42,502832
Society,38,Alison Gopnik,1109,2011,2011,252,2901853
Education,31,Richard Seymour,1035,2011,2011,107,950387
Art,34,Ian Ritchie,341,2011,2011,58,576592
Self-development,39,Pamela Meyer,1130,2011,2011,561,16861578
Society,33,Jae Rhim Lee,450,2011,2011,259,1426518
Art,45,Bunker Roy,1147,2011,2011,359,3630894
Society,29,Justin Hall-Tipping,765,2011,2011,301,1048905
Technology&Science,31,Guy-Philippe Goldstein,564,2010,2011,88,471545
Technology&Science,23,Todd Kuiken,1131,2011,2011,84,841471
Technology&Science,34,Nathalie Miebach,259,2011,2011,148,729857
Environment,40,Richard Wilkinson,1014,2011,2011,1058,2487499
Technology&Science,34,Malcolm Gladwell,900,2011,2011,311,1067460
Self-development,27,Jay Bradner,767,2011,2011,142,507746
Health&Medical,31,Béatrice Coron,1095,2011,2011,70,933319
Art,36,Hasan Elahi,870,2011,2011,138,822884
Society,37,Paul Zak,994,2011,2011,310,1529057
Technology&Science,31,Anna Mracek Dietrich,578,2011,2011,106,924764
Self-development,30,Daniel Wolpert,1199,2011,2011,250,1736183
Health&Medical,43,Marco Tempest,344,2011,2011,93,1042789
Society,13,Sandra Fisher-Martins,942,2011,2011,90,291251
Society,30,Martin Hanczyc,877,2011,2011,188,720940
Self-development,37,Aparna Rao,470,2011,2011,104,777463
Art,32,Ben Kacyra,740,2011,2011,93,487006
Technology&Science,35,Allan Jones,921,2011,2011,104,1033748
Health&Medical,39,Charlie Todd,724,2011,2011,262,2758792
Technology&Science,36,Alexander Tsiaras,577,2010,2011,495,6064898
Technology&Science,30,Yves Rossy,888,2011,2011,120,7900891
Technology&Science,39,Thomas Suarez,280,2011,2011,307,6503775
Technology&Science,29,Cynthia Kenyon,983,2011,2011,196,847439
Self-development,35,Robin Ince,518,2011,2011,160,670245
Society,36,Phil Plait,856,2011,2011,157,2042272
Technology&Science,34,Péter Fankhauser,316,2011,2011,103,558524
Technology&Science,49,Joe Sabia,231,2011,2011,131,1091352
Technology&Science,37,Britta Riley,472,2011,2011,203,1986542
Technology&Science,30,Amy Purdy,584,2011,2011,298,1624184
Self-development,48,Damon Horowitz,230,2011,2011,172,1145700
Society,37,Annie Murphy Paul,1006,2011,2011,217,1757711
Education,28,John Bohannon,677,2011,2011,332,485285
Society,27,Charles Limb,959,2011,2011,97,571200
Health&Medical,34,Kathryn Schulz,1011,2011,2011,219,1791790
Society,18,Sarah Kay,735,2011,2011,186,711977
Society,25,Srdja Popovic,722,2011,2011,91,276132
Society,33,Luis von Ahn,999,2011,2011,308,1482664
Technology&Science,30,Cheryl Hayashi,868,2010,2011,117,764971
Environment,31,Yoav Medan,973,2011,2011,417,698388
Health&Medical,30,Stefon Harris,791,2011,2011,113,653303
Society,44,Monika Bulaj,284,2011,2011,86,550740
Society,23,Quyen Nguyen,968,2011,2011,224,1109932
Health&Medical,29,Pavan Sukhdev,991,2011,2011,155,633715
Economy,34,Homaro Cantu + Ben Roche,574,2011,2011,176,857205
Art,33,Ramona Pierson,673,2011,2011,48,369363
Self-development,3,Roger Doiron,1129,2011,2011,130,191555
Health&Medical,32,Antonio Damasio,1122,2011,2011,363,1692225
Self-development,29,Sheila Nirenberg,601,2011,2011,110,393726
Technology&Science,36,Daniel Goldstein,959,2011,2011,231,2119412
Self-development,32,Karen Tse,763,2011,2011,108,532416
Society,28,Alberto Cairo,1142,2011,2011,168,802688
Society,40,AJ Jacobs,522,2011,2012,166,1468930
Self-development,41,Jane Fonda,680,2011,2012,295,2370111
Self-development,31,Paddy Ashdown,1109,2011,2012,270,986648
Society,37,Sebastian Wernicke,454,2011,2012,161,618729
Technology&Science,11,Tyler Cowen,957,2009,2012,211,277326
Self-development,25,"Lauren Hodge, Shree Bose + Naomi Shah",976,2011,2012,170,913084
Technology&Science,28,Jonas Gahr Støre,898,2011,2012,57,338346
Society,37,Drew Berry,548,2011,2012,161,1443353
Technology&Science,36,Morley,330,2011,2012,45,310126
Art,38,Sonaar Luthra,217,2011,2012,145,353749
Technology&Science,42,Alain de Botton,1160,2011,2012,1328,2203020
Society,36,Mikko Hypponen,563,2011,2012,110,957219
Society,41,Clay Shirky,839,2012,2012,689,1275141
Society,35,Sheena Iyengar,965,2011,2012,110,2314111
Art,20,Bilal Bomani,869,2011,2012,76,155895
Technology&Science,29,Julian Baggini,719,2011,2012,375,1005287
Self-development,20,Lisa Harouni,889,2011,2012,230,1595655
Technology&Science,26,Diana Nyad,1017,2011,2012,100,611461
Environment,31,Brian Goldman,1168,2011,2012,507,1324838
Health&Medical,32,Gayle Tzemach Lemmon,796,2011,2012,65,548121
Technology&Science,22,Mick Mountz,726,2011,2012,113,276779
Technology&Science,28,Peter van Uhm,1030,2011,2012,626,1818344
Society,28,Bill Doyle,935,2011,2012,187,550715
Health&Medical,46,Shawn Achor,740,2011,2012,754,16209727
Self-development,27,Erica Frenkel,683,2011,2012,63,318110
Health&Medical,22,Danny Hillis,1150,1994,2012,71,581419
Technology&Science,26,Mike deGruy,1092,2010,2012,136,940841
Self-development,34,Neil Burgess,543,2011,2012,86,1196436
Technology&Science,23,Stephen Coleman,1052,2011,2012,180,485769
Technology&Science,28,Sheikha Al Mayassa,653,2010,2012,94,642142
Society,28,Jack Horner,1103,2011,2012,78,1063288
Technology&Science,44,Erik Johansson,381,2011,2012,111,3680820
Technology&Science,38,Drew Dudley,374,2010,2012,267,3119947
Society,23,Tyrone Hayes + Penelope Jagessar Chaffer,1068,2010,2012,101,450706
Health&Medical,38,Jenna McCarthy,677,2011,2012,353,4384497
Art,31,Lucien Engelen,372,2011,2012,42,288585
Health&Medical,25,Simon Berrow,1006,2010,2012,44,478456
Environment,30,Paul Conneally,657,2011,2012,36,347644
Technology&Science,23,Garth Lenz,1060,2011,2012,775,792779
Environment,35,Neil MacGregor,1177,2011,2012,305,983994
Society,30,Chris Bliss,960,2011,2012,96,713999
Art,35,Shilo Shiv Suleman,456,2011,2012,181,576918
Self-development,30,Shlomo Benartzi,1065,2011,2012,110,1332298
Self-development,36,Tan Le,736,2011,2012,151,1072306
Society,24,Avi Rubin,1016,2011,2012,100,1104692
Technology&Science,38,Kevin Allocca,440,2011,2012,212,2145157
Technology&Science,20,Paul Snelgrove,1007,2011,2012,24,293342
Society,26,Daniel Pauly,542,2010,2012,27,224768
Environment,30,Paul Gilding,1006,2012,2012,786,1174189
Environment,34,Vijay Kumar,1006,2012,2012,376,4234334
Technology&Science,44,Susan Cain,1144,2012,2012,1155,17629275
Society,32,Bryan Stevenson,1421,2012,2012,717,3791888
Self-development,31,Andrew Stanton,1156,2012,2012,247,2702500
Society,30,James Hansen,1071,2012,2012,844,1243930
Technology&Science,35,Jennifer Pahlka,731,2012,2012,216,827607
Politics,51,Improv Everywhere,229,2012,2012,324,2950307
Technology&Science,31,Jonathan Haidt,1096,2012,2012,497,1129577
Society,44,Rob Reid,311,2012,2012,241,2598055
Society,38,Brené Brown,1238,2012,2012,707,7988894
Society,22,T. Boone Pickens,1182,2012,2012,514,613676
Technology&Science,29,Noel Bairey Merz,959,2011,2012,162,786180
Society,43,Taylor Wilson,212,2012,2012,407,3192405
Technology&Science,27,Billy Collins,913,2012,2012,96,1140425
Technology&Science,29,Peter Saul,799,2011,2012,202,873230
Self-development,34,Donald Sadoway,915,2012,2012,361,1803069
Technology&Science,22,Regina Dugan,1501,2012,2012,486,1618434
Technology&Science,34,Leymah Gbowee,879,2012,2012,104,1080869
Society,37,Ayah Bdeir,327,2012,2012,234,1168080
Technology&Science,35,Marco Tempest,391,2012,2012,98,1394503
Technology&Science,10,Rick Falkvinge,1097,2012,2012,122,181010
Environment,33,Sherry Turkle,1188,2012,2012,587,4066376
Self-development,36,Chip Kidd,1036,2012,2012,111,1752014
Society,31,Jack Choi,396,2012,2012,82,975115
Technology&Science,41,Lucy McRae,239,2012,2012,177,1565486
Economy,25,Jonathan Foley,1066,2010,2012,419,702977
Environment,40,Frank Warren,684,2012,2012,168,3055565
Self-development,39,Frans de Waal,1012,2011,2012,619,3578701
Technology&Science,27,Melinda Gates,1527,2012,2012,650,1141812
Society,27,Tal Golesworthy,794,2011,2012,148,1324704
Health&Medical,28,Abigail Washburn,394,2012,2012,124,981351
Art,24,Atul Gawande,1159,2012,2012,191,1654299
Health&Medical,31,Drew Curtis,400,2012,2012,135,1061687
Economy,23,Taryn Simon,1079,2011,2012,62,777180
Environment,31,Laura Carstensen,698,2011,2012,129,1197677
Self-development,30,Christina Warinner,331,2012,2012,53,651717
Health&Medical,31,Brian Greene,1307,2012,2012,763,3327164
Technology&Science,40,Michael Norton,658,2011,2012,409,3539952
Technology&Science,30,Eduardo Paes,741,2012,2012,208,834897
Society,40,Nancy Lublin,324,2012,2012,157,979094
Self-development,41,Joe Smith,271,2012,2012,398,3270359
Environment,26,Brenda Romero,563,2011,2012,130,490092
Art,21,Liz Diller,726,2012,2012,79,661645
Art,22,Amory Lovins,1630,2012,2012,374,1144360
Environment,26,Reuben Margolin,538,2012,2012,68,621547
Art,32,Gary Kovacs,399,2012,2012,257,2098639
Technology&Science,29,Rory Sutherland,1104,2011,2012,208,2371897
Society,30,Tavi Gevinson,450,2012,2012,269,1447603
Society,25,Michael Tilson Thomas,1213,2012,2012,128,1281099
Art,31,JP Rangaswami,488,2012,2012,92,655406
Society,29,Karen Bass,608,2012,2012,67,737937
Environment,34,Joshua Foer,1228,2012,2012,240,4754217
Technology&Science,39,Renny Gleeson,247,2012,2012,151,1605113
Art,26,Bart Knols,620,2012,2012,182,264684
Health&Medical,32,Tali Sharot,1060,2012,2012,240,1995401
Technology&Science,38,Jean-Baptiste Michel,266,2012,2012,101,1183303
Society,34,David Kelley,706,2012,2012,213,4389731
Education,30,Carl Schoonover,292,2012,2012,79,890283
Technology&Science,34,JR,391,2012,2012,68,1128212
Art,24,Michael McDaniel,470,2012,2012,196,271344
Environment,30,Nathan Wolfe,430,2012,2012,85,872641
Health&Medical,36,Hans Rosling,800,2012,2012,491,2138419
Society,25,Philippe Petit,1147,2012,2012,76,640744
Self-development,23,Shereen El-Feki,928,2012,2012,108,493782
Society,28,Reggie Watts,583,2012,2012,253,9315931
Art,22,David MacKay,1115,2012,2012,294,462242
Environment,24,Ken Goldberg,1029,2012,2012,56,359381
Technology&Science,29,William Noel,893,2012,2012,130,952095
Society,24,Dalia Mogahed,872,2012,2012,79,587088
Society,24,Sebastian Deterding,743,2011,2012,38,638247
Self-development,38,Quixotic Fusion,742,2012,2012,109,1383079
Art,27,Seth Shostak,1120,2012,2012,245,832407
Technology&Science,18,David Birch,1023,2012,2012,208,174326
Technology&Science,30,Juan Enriquez,1008,2012,2012,456,1878242
Environment,27,Diane Kelly,680,2012,2012,120,3886045
Technology&Science,54,Terry Moore,237,2012,2012,378,3257749
Society,40,Damian Palin,181,2012,2012,104,940703
Technology&Science,35,John Hodgman,383,2012,2012,63,1128896
Art,25,Ami Klin,1184,2011,2012,138,572281
Technology&Science,22,John Hockenberry,1317,2012,2012,68,737230
Art,25,Rebecca Onie,994,2012,2012,216,979799
Health&Medical,26,Beeban Kidron,792,2012,2012,75,765840
Art,37,Sarah Parcak,320,2012,2012,78,953825
Technology&Science,27,LZ Granderson,1071,2012,2012,375,1466095
Society,21,Rodney Mullen,1099,2012,2012,104,814297
Art,28,Megan Kamerick,631,2011,2012,159,298776
Society,30,David R. Dow,1096,2012,2012,308,3024826
Society,22,Ivan Oransky,624,2012,2012,76,641193
Health&Medical,39,Marco Tempest,365,2012,2012,186,1721411
Technology&Science,38,Peter Norvig,371,2012,2012,104,1054590
Education,22,Wolfgang Kessling,695,2012,2012,61,703243
Technology&Science,28,Jon Nguyen,473,2011,2012,63,721905
Technology&Science,22,Nirmalya Kumar,912,2012,2012,158,881361
Economy,28,E.O. Wilson,896,2012,2012,150,1057964
Education,31,Rives,646,2012,2012,87,722536
Art,26,Massimo Banzi,946,2012,2012,109,1778974
Technology&Science,26,Don Tapscott,1070,2012,2012,156,1009356
Technology&Science,29,Elyn Saks,892,2012,2012,254,3247799
Health&Medical,29,Boaz Almog,625,2012,2012,309,2364799
Technology&Science,38,Alanna Shaikh,386,2012,2012,211,1280380
Health&Medical,27,Raghava KK,658,2012,2012,56,811778
Self-development,22,Cesar Harada,870,2012,2012,102,841128
Environment,33,Usman Riaz + Preston Reed,1010,2012,2012,211,3346345
Art,30,Jane McGonigal,1170,2012,2012,554,6141140
Health&Medical,24,Jonathan Eisen,863,2012,2012,198,736224
Technology&Science,26,Chris Gerdes,647,2012,2012,108,731620
Technology&Science,27,Marc Goodman,1165,2012,2012,458,1217317
Society,27,Jared Ficklin,600,2012,2012,48,669088
Art,25,Todd Humphreys,945,2012,2012,165,729428
Technology&Science,32,Gabriel Barcia-Colombo,285,2012,2012,45,729993
Art,25,Mina Bissell,978,2012,2012,197,990712
Health&Medical,22,Jamie Drummond,730,2012,2012,138,509747
Society,27,Baba Shiv,587,2012,2012,89,850833
Health&Medical,26,Matt Mills,484,2012,2012,140,2623011
Technology&Science,36,Neil Harbisson,575,2012,2012,277,2468887
Art,27,John Graham-Cumming,734,2012,2012,66,1184933
Technology&Science,21,Vinay Venkatraman,848,2012,2012,67,585351
Technology&Science,22,James Stavridis,1003,2012,2012,203,721266
Society,34,Malte Spitz,596,2012,2012,227,1619108
Technology&Science,36,Tracy Chevalier,861,2012,2012,135,1191702
Art,26,Ramesh Raskar,662,2012,2012,404,4039820
Technology&Science,26,Michael Hansmeyer,667,2012,2012,131,863507
Technology&Science,29,Noah Wilson-Rich,763,2012,2012,89,687263
Self-development,29,Michael Anti,1131,2012,2012,463,1423930
Technology&Science,26,Stephen Ritz,839,2012,2012,168,1112964
Education,29,Daphne Koller,1240,2012,2012,473,2302206
Education,29,Becci Manson,589,2012,2012,64,767285
Art,26,Mark Applebaum,1010,2012,2012,117,3600582
Society,32,Scilla Elworthy,947,2012,2012,203,1145261
Society,35,Margaret Heffernan,776,2012,2012,466,3167353
Self-development,34,Max Little,364,2012,2012,231,1065331
Health&Medical,31,Pam Warhurst,801,2012,2012,203,1206351
Environment,27,Kirby Ferguson,582,2012,2012,223,1356163
Art,34,Lisa Kristine,1161,2012,2012,526,2586606
Art,30,Mark Forsyth,424,2012,2012,75,582161
Society,29,Ivan Krastev,844,2012,2012,170,640604
Politics,23,Caitria + Morgan O'Neill,563,2012,2012,82,805880
Health&Medical,27,Timothy Prestero,665,2012,2012,91,1024653
Art,25,Rob Legato,987,2012,2012,98,1952381
Art,25,Robert Neuwirth,749,2012,2012,63,754755
Economy,24,Shyam Sankar,732,2012,2012,78,856136
Technology&Science,20,Antony Gormley,956,2012,2012,49,464213
Art,21,Jonathan Trent,885,2012,2012,109,809361
Technology&Science,22,Kent Larson,1001,2012,2012,159,1052980
Art,27,Scott Fraser,1250,2012,2012,169,1050633
Society,28,Vikram Patel,742,2012,2012,96,933277
Health&Medical,27,Leslie T. Chang,865,2012,2012,455,1362071
Society,23,Susan Solomon,898,2012,2012,96,832831
Technology&Science,22,Wayne McGregor,918,2012,2012,82,891589
Art,21,Beth Noveck,1043,2012,2012,78,516355
Politics,27,Tristram Stuart,855,2012,2012,211,1471114
Environment,32,Sarah-Jayne Blakemore,866,2012,2012,165,2246203
Technology&Science,34,Julian Treasure,591,2012,2012,128,1225395
Art,28,Andrew Blum,719,2012,2012,94,1337967
Technology&Science,28,Bandi Mbubi,561,2012,2012,91,587181
Technology&Science,26,Ed Gavagan,741,2012,2012,81,924318
Health&Medical,23,Rachel Botsman,1186,2012,2012,169,1239316
Economy,26,Andrew McAfee,847,2012,2012,260,956324
Technology&Science,27,Read Montague,803,2012,2012,45,693628
Technology&Science,24,Clay Shirky,1112,2012,2012,202,1245095
Technology&Science,34,Ben Goldacre,809,2012,2012,380,2228138
Health&Medical,36,Bahia Shehab,356,2012,2012,87,1024326
Society,26,Aris Venetikidis,996,2012,2012,40,661530
Art,27,Vicki Arroyo,876,2012,2012,122,1030762
Environment,51,Amy Cuddy,1262,2012,2012,2290,43155405
Society,29,Robert Gupta,987,2012,2012,125,1038897
Art,22,Jason McCue,1142,2012,2012,179,788255
Society,27,Shimon Schocken,985,2012,2012,94,983172
Technology&Science,25,Thomas P. Campbell,996,2012,2012,31,625454
Art,33,Tim Leberecht,390,2012,2012,46,943919
Economy,23,John Maeda,1001,2012,2012,62,1045703
Art,34,Ruby Wax,524,2012,2012,225,2352202
Health&Medical,39,Melissa Marshall,274,2012,2012,350,2106788
Technology&Science,30,Maurizio Seracini,754,2012,2012,32,725173
Art,25,Eddie Obeng,757,2012,2012,150,1495331
Education,19,John Wilbanks,985,2012,2012,92,539219
Health&Medical,28,Beau Lotto + Amy O'Toole,925,2012,2012,119,1272319
Technology&Science,26,Heather Brooke,1137,2012,2012,127,932024
Politics,30,Ryan Merkley,265,2012,2012,111,695153
Technology&Science,22,Pankaj Ghemawat,1023,2012,2012,115,813261
Society,26,David Pizarro,842,2012,2012,102,692434
Technology&Science,27,Lemn Sissay,917,2012,2012,141,720465
Art,28,Doris Kim Sung,539,2012,2012,151,1171568
Technology&Science,37,Marco Tempest,395,2012,2012,109,1965808
Art,30,Rory Stewart,821,2012,2012,361,852344
Politics,26,Sanjay Pradhan,866,2012,2012,58,488481
Technology&Science,24,Emma Teeling,985,2012,2012,79,472121
Environment,31,Adam Garone,1001,2011,2012,77,714578
Society,38,Faith Jegede Cole,320,2012,2012,169,1123786
Self-development,33,Matt Killingsworth,616,2011,2012,300,2723934
Self-development,31,Jake Wood,299,2011,2012,105,485501
Environment,24,Gary Greenberg,726,2012,2012,44,1022799
Art,29,Georgette Mulheir,641,2012,2012,69,803292
Society,24,Jeff Hancock,1111,2012,2012,107,1198585
Technology&Science,26,Julie Burstein,1040,2012,2012,76,1776779
Art,25,Arunachalam Muruganantham,561,2012,2012,170,1115222
Health&Medical,38,Hannah Brencher,292,2012,2012,197,1909462
Society,35,Leah Buechley,393,2011,2012,82,766305
Art,27,David Binder,546,2012,2012,41,674288
Art,28,Daphne Bavelier,1077,2012,2012,309,4682458
Education,26,Amos Winter,674,2012,2012,136,1004016
Technology&Science,33,Sleepy Man Banjo Boys,302,2012,2012,87,1798001
Art,38,Louie Schwartzberg,587,2011,2012,667,3658158
Environment,44,Candy Chang,380,2012,2012,782,4922118
Society,35,Ernesto Sirolli,1029,2012,2012,329,2829484
Self-development,33,Jonas Eliasson,507,2012,2012,221,1194938
Society,31,Janine Shepherd,1137,2012,2012,342,1367089
Health&Medical,33,Munir Virani,401,2012,2012,74,926948
Environment,48,Paolo Cardini,172,2012,2012,183,2324212
Self-development,23,Bobby Ghosh,991,2012,2012,238,660569
Politics,34,Ludwick Marishane,313,2012,2012,129,1594495
Technology&Science,32,Jeff Smith,300,2012,2012,102,1233545
Self-development,31,Nina Tandon,379,2012,2012,145,1063880
Technology&Science,23,Lemon Andersen,535,2011,2012,84,1120276
Art,24,Ellen 't Hoen,676,2012,2012,94,389194
Health&Medical,25,Markham Nolan,809,2012,2012,107,1229150
Society,30,Maz Jobrani,431,2012,2012,200,8105311
Art,23,Marcus Byrne,1028,2012,2012,72,1003863
Environment,33,Ben Saunders,637,2012,2012,112,1778739
Art,24,Robin Chase,744,2012,2012,82,917877
Economy,28,Molly Crockett,678,2012,2012,183,1200277
Technology&Science,45,Steven Addis,218,2012,2012,75,1405909
Society,20,Adam Davidson,1188,2012,2012,215,783528
Economy,33,Ronny Edry,897,2012,2012,810,2033797
Politics,30,Karen Thompson Walker,690,2012,2013,200,1951290
Self-development,26,Hadyn Parry,837,2012,2013,311,943968
Technology&Science,28,Don Levy,414,2012,2013,56,724773
Art,23,Jonathan Haidt,1201,2012,2013,226,606994
Politics,31,Sue Austin,578,2012,2013,197,2052286
Art,26,Jarrett J. Krosoczka,1128,2012,2013,134,879676
Self-development,26,Boghuma Kabisen Titanji,670,2012,2013,54,478878
Health&Medical,39,Andy Puddicombe,564,2012,2013,366,8033595
Health&Medical,33,Angela Patton,528,2012,2013,127,815594
Society,26,Ellen Jorgensen,608,2012,2013,169,1164723
Technology&Science,43,Cameron Russell,577,2012,2013,846,19787465
Self-development,25,Richard Weller,779,2012,2013,93,1042284
Health&Medical,37,Colin Stokes,773,2012,2013,659,4146987
Society,32,Janine di Giovanni,713,2012,2013,120,939074
Education,27,Steven Schwaitzberg,701,2012,2013,73,497489
Technology&Science,40,Leslie Morgan Steiner,959,2012,2013,800,3846779
Self-development,24,Wingham Rowan,740,2012,2013,144,1058852
Technology&Science,28,Mitch Resnick,1008,2012,2013,143,1725064
Education,34,iO Tillett Wright,1098,2012,2013,411,2679698
Society,37,Fahad Al-Attiya,526,2012,2013,103,1412688
Self-development,28,Zahra' Langhi,588,2012,2013,93,525297
Politics,32,Tyler DeWitt,680,2012,2013,312,1489438
Education,36,Cesar Kuriyama,482,2012,2013,249,1666552
Art,41,Lee Cronin,186,2012,2013,210,987709
Health&Medical,29,Edi Rama,942,2012,2013,99,595537
Art,45,Shabana Basij-Rasikh,576,2012,2013,166,932561
Education,32,Erik Schlangen,410,2012,2013,122,984382
Technology&Science,31,James B. Glattfelder,850,2012,2013,301,2533881
Society,35,Esther Perel,1150,2013,2013,473,10524043
Society,24,Young-ha Kim,1017,2010,2013,158,1841716
Art,32,Miguel Nicolelis,895,2012,2013,206,1229865
Technology&Science,32,Keith Chen,733,2012,2013,342,1642461
Economy,30,Afra Raymond,1089,2012,2013,162,824898
Economy,29,Andreas Schleicher,1187,2012,2013,145,699088
Education,26,Michael Dickinson,955,2013,2013,137,1555722
Technology&Science,25,Bruce Feiler,1080,2013,2013,117,1403668
Technology&Science,44,Bruno Maisonnier,189,2013,2013,129,1193896
Technology&Science,43,Sugata Mitra,1351,2013,2013,548,2895821
Education,22,Jennifer Granholm,761,2013,2013,279,745252
Environment,40,Amanda Palmer,827,2013,2013,838,9006600
Art,33,Allan Savory,1339,2013,2013,1586,4191678
Environment,29,Edith Widder,518,2013,2013,205,3773245
Environment,34,Ron Finley,645,2013,2013,1413,3005687
Society,35,Kakenya Ntaiya,916,2012,2013,208,2460131
Self-development,34,Shane Koyczan,723,2013,2013,720,5316753
Health&Medical,27,Dan Pallotta,1134,2013,2013,1451,4259204
Society,26,David Anderson,925,2013,2013,212,1342510
Technology&Science,25,Stewart Brand,1104,2013,2013,400,1939539
Technology&Science,30,Bono,837,2013,2013,361,1648677
Society,28,Catarina Mota,595,2012,2013,135,1058569
Technology&Science,25,Danny Hillis,751,2013,2013,172,1265177
Technology&Science,32,Elon Musk,1264,2013,2013,417,4564213
Technology&Science,41,Hyeonseo Lee,735,2013,2013,902,9551344
Self-development,28,Francis Collins,880,2012,2013,156,796884
Health&Medical,29,Eric Whitacre,752,2013,2013,208,1005088
Art,29,Jessica Green,523,2013,2013,91,955827
Environment,37,Mark Shaw,331,2013,2013,328,1539504
Technology&Science,43,Richard Turere,440,2013,2013,246,2025005
Technology&Science,29,Colin Camerer,829,2013,2013,80,1342712
Technology&Science,31,Kees Moeliker,712,2013,2013,140,1306390
Self-development,39,Sanjay Dastoor,260,2013,2013,307,1683410
Technology&Science,26,Lawrence Lessig,1099,2013,2013,728,1443340
Politics,27,Skylar Tibbits,502,2013,2013,208,2449740
Technology&Science,24,Ken Jennings,1072,2013,2013,187,1135004
Technology&Science,28,Freeman Hrabowski,910,2013,2013,102,911601
Education,35,Keller Rinaudo,350,2013,2013,183,1118006
Technology&Science,37,Dan Ariely,1226,2012,2013,347,5319077
Economy,21,Eric Dishman,959,2013,2013,129,836699
Health&Medical,28,Laura Snyder,754,2012,2013,210,1203901
Health&Medical,31,Rose George,841,2013,2013,167,1624716
Health&Medical,31,Thomas Insel,783,2013,2013,264,1188149
Health&Medical,28,Joshua Prager,1110,2013,2013,225,1341106
Self-development,28,Andres Lozano,934,2013,2013,282,1303148
Health&Medical,35,BLACK,628,2013,2013,219,7373875
Society,28,Robert Gordon,734,2013,2013,200,1091988
Economy,27,Erik Brynjolfsson,716,2013,2013,235,1200139
Technology&Science,32,Jennifer Healey,540,2013,2013,159,814568
Technology&Science,44,David Pogue,344,2013,2013,323,4843480
Technology&Science,49,Nilofer Merchant,208,2013,2013,194,2735769
Health&Medical,27,Taylor Wilson,773,2013,2013,473,1546610
Technology&Science,30,Sebastião Salgado,1013,2013,2013,126,1593382
Art,46,Rita Pierson,468,2013,2013,632,7469445
Education,21,Timothy Bartik,945,2012,2013,148,407419
Education,51,ShaoLan,370,2013,2013,440,3062980
Education,39,Bill Gates,624,2013,2013,405,2206204
Education,39,Ramsey Musallam,389,2013,2013,149,2592925
Education,31,Pearl Arredondo,483,2013,2013,120,1059278
Education,33,Malcolm London,180,2013,2013,62,1188177
Education,30,Geoffrey Canada,1027,2013,2013,321,1786965
Education,49,Angela Lee Duckworth,372,2013,2013,659,12039978
Education,43,Ken Robinson,1151,2013,2013,634,6657858
Education,34,Meg Jay,889,2013,2013,937,8958850
Society,30,Maria Bezaitis,480,2013,2013,128,1114173
Self-development,23,Liu Bolin,466,2013,2013,97,1304597
Art,27,Jay Silver,795,2013,2013,145,1319453
Technology&Science,38,Sergey Brin,435,2013,2013,339,2026001
Technology&Science,33,Peter Singer,1039,2013,2013,475,1533054
Society,31,Phil Hansen,601,2013,2013,172,2155416
Self-development,34,Judy MacDonald Johnston,363,2013,2013,239,1467971
Self-development,30,Alastair Parvin,791,2013,2013,180,1422767
Art,35,Ji-Hae Park,761,2013,2013,276,2715019
Art,22,Paola Antonelli,1122,2013,2013,118,934335
Art,27,Jackson Katz,1060,2012,2013,921,1625776
Society,30,Hendrik Poinar,622,2013,2013,146,948509
Environment,48,Lisa Bu,376,2013,2013,404,3158067
Self-development,33,Andrew Solomon,1407,2013,2013,489,4032150
Self-development,35,Alex Laskey,491,2013,2013,127,1089949
