topic,languages,main_speaker,duration,film_date,published_date,comments,views
Politics,17,Rabbi Lord Jonathan Sacks,756,2017,2017,48,1244502
Politics,9,Jorge Ramos,870,2017,2017,51,383080
Technology&Science,12,Liz Hajek,668,2014,2017,12,1031716
Self-development,19,Adam Alter,569,2017,2017,29,1858990
Technology&Science,10,Kate Marvel,787,2017,2017,26,907844
Technology&Science,9,Anil Seth,1021,2017,2017,135,2664733
Technology&Science,6,Tricia Wang,972,2016,2017,21,1103163
Politics,4,Noah Feldman,857,2017,2017,11,868290
Society,10,Grace Kim,615,2017,2017,59,1363680
Technology&Science,10,Jimmy Lin,730,2017,2017,7,1005506
Society,7,Tristan Harris,1020,2017,2017,39,1346060
Health&Medical ,18,Jennifer Pluznick,424,2016,2017,15,1128877
Environment,12,Kristen Marhaver,434,2017,2017,17,956539
Technology&Science,6,Marc Raibert,873,2017,2017,40,1475823
Art,12,Titus Kaphar,772,2017,2017,46,890748
Self-development,10,Ingrid Betancourt,1180,2017,2017,19,526794
Art,12,Françoise Mouly,509,2017,2017,3,839040
Technology&Science,8,Joseph Redmon,457,2017,2017,20,1164777
Technology&Science,6,Tom Gruber,586,2017,2017,20,1139827
Technology&Science,11,Anjan Chatterjee,887,2016,2017,18,1436714
Society,13,Ashton Applewhite,697,2017,2017,47,967704
Technology&Science,10,David Baron,736,2017,2017,36,1319327
Art,12,Jon Boogz and Lil Buck,575,2017,2017,6,182975
Technology&Science,8,Anne Madden,607,2017,2017,20,888252
Society,16,Damon Davis,325,2017,2017,15,721731
Self-development,9,Manoush Zomorodi,973,2017,2017,50,1051530
Society,8,Ronald Sullivan,714,2016,2017,8,552732
Economy,6,Jack Conte,631,2017,2017,14,734095
Society,4,Peter Calthorpe,860,2017,2017,26,834190
Society,4,Richard J. Berry,741,2017,2017,14,748485
Health&Medical ,10,Susan Pinker,962,2017,2017,24,1159426
Self-development,7,Anika Paulson,558,2017,2017,18,691593
Technology&Science,4,Cathy O'Neil,798,2017,2017,35,761258
Technology&Science,8,Iyad Rahwan,815,2016,2017,20,659384
Technology&Science,2,Robin Hanson,736,2017,2017,81,840855
Technology&Science,7,Carolyn Bertozzi,685,2016,2017,13,727807
Art,5,Laolu Senbanjo,530,2017,2017,12,636463
Economy,3,Niki Okuk,747,2016,2017,20,744793
Art,12,Wanuri Kahiu,310,2017,2017,9,522917
Society,5,Tara Winkler,791,2016,2017,18,656113
Technology&Science,6,Noriko Arai,817,2017,2017,39,773317
Politics,3,Jennifer Granick,865,2017,2017,17,766721
Society,5,Chance Coughenour,717,2016,2017,3,539207
Society,1,Chetan Bhatt,1156,2015,2017,45,857850
Technology&Science,3,Daan Roosegaarde,738,2017,2017,12,591131
Society,1,Erin Marie Saltman,698,2016,2017,18,665328
Economy,2,Ray Dalio,993,2017,2017,25,1070238
Art,2,Toma?s Saraceno,663,2017,2017,9,248411
Environment,1,Benjamin Grant,725,2017,2017,2,646174
Society,4,OluTimehin Adegbeye,723,2017,2017,8,707788
Society,5,Caitlin Quattromani and Lauran Arledge,865,2017,2017,21,566101
Self-development,2,Emily Esfahani Smith,738,2017,2017,39,1009069
Society,1,Alexander Wagner,808,2016,2017,7,621431
Technology&Science,2,Pierre Thiam,934,2017,2017,10,527314
Economy,4,Augie Picado,722,2017,2017,33,613915
Technology&Science,2,Helen Czerski,957,2017,2017,12,656791
Art,1,Sethembile Msezane,795,2017,2017,3,542088
Health&Medical ,1,Jun Wang,894,2017,2017,7,534824
Society,1,Olu?fe?̣mi Ta?i?wo?,810,2017,2017,10,418368
Society,4,Duarte Geraldino,476,2017,2017,17,450430
Technology&Science,3,Armando Azua-Bustos,290,2017,2017,6,417470
Technology&Science,1,Radhika Nagpal,651,2017,2017,10,375647
Society,1,Theo E.J. Wilson,1100,2017,2017,32,419309
Technology&Science,1,Karoliina Korppoo,519,2017,2017,8,391721
